Molecule,Variability_CV,ParameterSetId,Parameter,Typical_value_internal,Display_unit,Parameter_value_internal
Golimumab,0.5,78,koff,0.005583,1/min,0.004405889735181153
Golimumab,0.5,78,kint,0.014433333333333333,1/min,0.013921517949837167
Golimumab,0.5,78,kdeg,0.0037166666666666667,1/min,0.008228033306253893
Golimumab,0.5,78,Target reference concentration,1e-6,µmol/l,8.611803735641284e-7
Golimumab,0.5,79,Kd (FcRn),1.07,µmol/l,2.5762197618675864
Golimumab,0.5,79,Target Kd,1.8e-5,µmol/l,1.993178893541848e-5
Golimumab,0.5,79,koff,0.005583,1/min,0.006182384713262339
Golimumab,0.5,79,kint,0.014433333333333333,1/min,0.028160545921782347
Golimumab,0.5,79,kdeg,0.0037166666666666667,1/min,0.004194944158222367
Golimumab,0.5,79,Target reference concentration,1e-6,µmol/l,7.510893117940872e-7
Golimumab,0.5,80,Kd (FcRn),1.07,µmol/l,1.0161586272262657
Golimumab,0.5,80,Target Kd,1.8e-5,µmol/l,1.7659286178771718e-5
Golimumab,0.5,80,koff,0.005583,1/min,0.004671276497134702
Golimumab,0.5,80,kint,0.014433333333333333,1/min,0.012941078313789923
Golimumab,0.5,80,kdeg,0.0037166666666666667,1/min,0.003897020669644825
Golimumab,0.5,80,Target reference concentration,1e-6,µmol/l,1.03136581702123e-6
Golimumab,0.5,81,Kd (FcRn),1.07,µmol/l,1.8350276913571824
Golimumab,0.5,81,Target Kd,1.8e-5,µmol/l,8.698354716270085e-6
Golimumab,0.5,81,koff,0.005583,1/min,0.00269358842296048
Golimumab,0.5,81,kint,0.014433333333333333,1/min,0.007782258166343845
Golimumab,0.5,81,kdeg,0.0037166666666666667,1/min,0.005306521244425175
Golimumab,0.5,81,Target reference concentration,1e-6,µmol/l,1.3773249610320284e-6
Golimumab,0.5,82,Kd (FcRn),1.07,µmol/l,0.7505449833431784
Golimumab,0.5,82,Target Kd,1.8e-5,µmol/l,5.152918558460463e-6
Golimumab,0.5,82,koff,0.005583,1/min,0.0036038111308605257
Golimumab,0.5,82,kint,0.014433333333333333,1/min,0.016640608044977603
Golimumab,0.5,82,kdeg,0.0037166666666666667,1/min,0.0019939838256776143
Golimumab,0.5,82,Target reference concentration,1e-6,µmol/l,1.6062559854253508e-6
Golimumab,0.5,83,Kd (FcRn),1.07,µmol/l,1.3712883756337777
Golimumab,0.5,83,Target Kd,1.8e-5,µmol/l,1.2064701276940913e-5
Golimumab,0.5,83,koff,0.005583,1/min,0.00691966271296316
Golimumab,0.5,83,kint,0.014433333333333333,1/min,0.011480202773795415
Golimumab,0.5,83,kdeg,0.0037166666666666667,1/min,0.004379493028612231
Golimumab,0.5,83,Target reference concentration,1e-6,µmol/l,3.9737813093577746e-7
Golimumab,0.5,84,Kd (FcRn),1.07,µmol/l,0.8261799483670835
Golimumab,0.5,84,Target Kd,1.8e-5,µmol/l,2.3658723923619997e-5
Golimumab,0.5,84,koff,0.005583,1/min,0.0021599409056384695
Golimumab,0.5,84,kint,0.014433333333333333,1/min,0.010145300369849418
Golimumab,0.5,84,kdeg,0.0037166666666666667,1/min,0.0034752909278121524
Golimumab,0.5,84,Target reference concentration,1e-6,µmol/l,6.383258866649862e-7
Golimumab,0.5,85,Kd (FcRn),1.07,µmol/l,1.5113035755599362
Golimumab,0.5,85,Target Kd,1.8e-5,µmol/l,8.539498362336461e-6
Golimumab,0.5,85,koff,0.005583,1/min,0.0050081836213333834
Golimumab,0.5,85,kint,0.014433333333333333,1/min,0.02069684177365996
Golimumab,0.5,85,kdeg,0.0037166666666666667,1/min,0.0019324943581406
Golimumab,0.5,85,Target reference concentration,1e-6,µmol/l,1.124702543120881e-6
Golimumab,0.5,86,Kd (FcRn),1.07,µmol/l,1.7513451562153055
Golimumab,0.5,86,Target Kd,1.8e-5,µmol/l,1.4745587478570806e-5
Golimumab,0.5,86,koff,0.005583,1/min,0.0026291484491719436
Golimumab,0.5,86,kint,0.014433333333333333,1/min,0.01290879239741255
Golimumab,0.5,86,kdeg,0.0037166666666666667,1/min,0.0047025518533038435
Golimumab,0.5,86,Target reference concentration,1e-6,µmol/l,1.0203067722631028e-6
Golimumab,0.5,87,Kd (FcRn),1.07,µmol/l,0.3152683098014311
Golimumab,0.5,87,Target Kd,1.8e-5,µmol/l,2.6330935129217222e-5
Golimumab,0.5,87,koff,0.005583,1/min,0.002966076548612727
Golimumab,0.5,87,kint,0.014433333333333333,1/min,0.012204363111542604
Golimumab,0.5,87,kdeg,0.0037166666666666667,1/min,0.0061546650798717985
Golimumab,0.5,87,Target reference concentration,1e-6,µmol/l,1.1257165853651324e-6
Golimumab,0.5,88,Kd (FcRn),1.07,µmol/l,0.611975466813428
Golimumab,0.5,88,Target Kd,1.8e-5,µmol/l,1.53504134040519e-5
Golimumab,0.5,88,koff,0.005583,1/min,0.005949811877210221
Golimumab,0.5,88,kint,0.014433333333333333,1/min,0.012471174243659696
Golimumab,0.5,88,kdeg,0.0037166666666666667,1/min,0.00214493445890976
Golimumab,0.5,88,Target reference concentration,1e-6,µmol/l,1.008858311085182e-6
Golimumab,0.5,89,Kd (FcRn),1.07,µmol/l,0.761611226354122
Golimumab,0.5,89,Target Kd,1.8e-5,µmol/l,9.180159706445162e-6
Golimumab,0.5,89,koff,0.005583,1/min,0.0028870263676765524
Golimumab,0.5,89,kint,0.014433333333333333,1/min,0.009196920820486664
Golimumab,0.5,89,kdeg,0.0037166666666666667,1/min,0.004063224226046464
Golimumab,0.5,89,Target reference concentration,1e-6,µmol/l,1.71962590290111e-6
Golimumab,0.5,90,Kd (FcRn),1.07,µmol/l,0.6057244464075371
Golimumab,0.5,90,Target Kd,1.8e-5,µmol/l,1.1238611153534427e-5
Golimumab,0.5,90,koff,0.005583,1/min,0.005486697090518735
Golimumab,0.5,90,kint,0.014433333333333333,1/min,0.023162177725486226
Golimumab,0.5,90,kdeg,0.0037166666666666667,1/min,0.0013634400857173816
Golimumab,0.5,90,Target reference concentration,1e-6,µmol/l,1.0229155144363634e-6
Golimumab,0.5,91,Kd (FcRn),1.07,µmol/l,0.7663728742730049
Golimumab,0.5,91,Target Kd,1.8e-5,µmol/l,9.436093907186061e-6
Golimumab,0.5,91,koff,0.005583,1/min,0.005341921596485987
Golimumab,0.5,91,kint,0.014433333333333333,1/min,0.01537096572621841
Golimumab,0.5,91,kdeg,0.0037166666666666667,1/min,0.00563399568691342
Golimumab,0.5,91,Target reference concentration,1e-6,µmol/l,4.4567638127367423e-7
Golimumab,0.5,92,Kd (FcRn),1.07,µmol/l,1.1602980563105187
Golimumab,0.5,92,Target Kd,1.8e-5,µmol/l,1.6373195991847183e-5
Golimumab,0.5,92,koff,0.005583,1/min,0.007700463974359277
Golimumab,0.5,92,kint,0.014433333333333333,1/min,0.031711260928837366
Golimumab,0.5,92,kdeg,0.0037166666666666667,1/min,0.0016474858230599207
Golimumab,0.5,92,Target reference concentration,1e-6,µmol/l,6.654005530903276e-7
Golimumab,0.5,93,Kd (FcRn),1.07,µmol/l,1.3641235150074467
Golimumab,0.5,93,Target Kd,1.8e-5,µmol/l,1.6793622804592963e-5
Golimumab,0.5,93,koff,0.005583,1/min,0.003921196606113131
Golimumab,0.5,93,kint,0.014433333333333333,1/min,0.006096418236770382
Golimumab,0.5,93,kdeg,0.0037166666666666667,1/min,0.002496124029196207
Golimumab,0.5,93,Target reference concentration,1e-6,µmol/l,4.369544994855748e-7
Golimumab,0.5,94,Kd (FcRn),1.07,µmol/l,1.0602382292684283
Golimumab,0.5,94,Target Kd,1.8e-5,µmol/l,6.817146007961609e-6
Golimumab,0.5,94,koff,0.005583,1/min,0.00356847120313358
Golimumab,0.5,94,kint,0.014433333333333333,1/min,0.016058444515261745
Golimumab,0.5,94,kdeg,0.0037166666666666667,1/min,0.0066362405802813185
Golimumab,0.5,94,Target reference concentration,1e-6,µmol/l,7.021977018217314e-7
Golimumab,0.5,95,Kd (FcRn),1.07,µmol/l,1.1222383875160102
Golimumab,0.5,95,Target Kd,1.8e-5,µmol/l,1.6098126909902984e-5
Golimumab,0.5,95,koff,0.005583,1/min,0.003405373403426985
Golimumab,0.5,95,kint,0.014433333333333333,1/min,0.00614230797052027
Golimumab,0.5,95,kdeg,0.0037166666666666667,1/min,0.006121443064761327
Golimumab,0.5,95,Target reference concentration,1e-6,µmol/l,5.638304429238911e-7
Golimumab,0.5,96,Kd (FcRn),1.07,µmol/l,1.1603150489599248
Golimumab,0.5,96,Target Kd,1.8e-5,µmol/l,1.5965947437731558e-5
Golimumab,0.5,96,koff,0.005583,1/min,0.00919078439271955
Golimumab,0.5,96,kint,0.014433333333333333,1/min,0.0184804518595165
Golimumab,0.5,96,kdeg,0.0037166666666666667,1/min,0.0021744095750372886
Golimumab,0.5,96,Target reference concentration,1e-6,µmol/l,1.0905448028426054e-6
Golimumab,0.5,97,Kd (FcRn),1.07,µmol/l,1.0589459969933481
Golimumab,0.5,97,Target Kd,1.8e-5,µmol/l,8.714732507123554e-6
Golimumab,0.5,97,koff,0.005583,1/min,0.009387390983850366
Golimumab,0.5,97,kint,0.014433333333333333,1/min,0.017762997000476496
Golimumab,0.5,97,kdeg,0.0037166666666666667,1/min,0.003953927071129813
Golimumab,0.5,97,Target reference concentration,1e-6,µmol/l,8.923833290625824e-7
Golimumab,0.5,98,Kd (FcRn),1.07,µmol/l,0.9916901951400983
Golimumab,0.5,98,Target Kd,1.8e-5,µmol/l,7.022703565491311e-6
Golimumab,0.5,98,koff,0.005583,1/min,0.006107476132201163
Golimumab,0.5,98,kint,0.014433333333333333,1/min,0.013953245099359789
Golimumab,0.5,98,kdeg,0.0037166666666666667,1/min,0.002678605144815592
Golimumab,0.5,98,Target reference concentration,1e-6,µmol/l,5.489101072080993e-7
Golimumab,0.5,99,Kd (FcRn),1.07,µmol/l,1.9748134417263963
Golimumab,0.5,99,Target Kd,1.8e-5,µmol/l,1.2596187970950163e-5
Golimumab,0.5,99,koff,0.005583,1/min,0.0018828220978826815
Golimumab,0.5,99,kint,0.014433333333333333,1/min,0.008118617878014595
Golimumab,0.5,99,kdeg,0.0037166666666666667,1/min,0.0067595730992760245
Golimumab,0.5,99,Target reference concentration,1e-6,µmol/l,8.969204259723186e-7
Golimumab,0.5,100,Kd (FcRn),1.07,µmol/l,1.2041311543639162
Golimumab,0.5,100,Target Kd,1.8e-5,µmol/l,9.01257956724545e-6
Golimumab,0.5,100,koff,0.005583,1/min,0.0034182967644482637
Golimumab,0.5,100,kint,0.014433333333333333,1/min,0.01726615257641953
Golimumab,0.5,100,kdeg,0.0037166666666666667,1/min,0.001625426793537807
Golimumab,0.5,100,Target reference concentration,1e-6,µmol/l,3.4071994745004387e-7
