#Project: Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PK-Sim version: 12.2.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndividualId,Gender,Population,Population Name,Organism|Weight [kg],Organism|Ontogeny factor (alpha1-acid glycoprotein) table,Organism|Ontogeny factor (albumin) table,Organism|Hematocrit,Organism|Ontogeny factor (albumin),Organism|Ontogeny factor (alpha1-acid glycoprotein),Organism|VenousBlood|Volume [l],Organism|ArterialBlood|Volume [l],Organism|Bone|Specific blood flow rate [l/min/kg organ],Organism|Bone|Volume [l],Organism|Brain|Volume [l],Organism|Brain|Specific blood flow rate [l/min/kg organ],Organism|Fat|Volume [l],Organism|Fat|Vf (lipid),Organism|Fat|Vf (neutral lipid)-PT,Organism|Fat|Vf (phospholipid)-PT,Organism|Fat|Fraction interstitial,Organism|Fat|Vf (water),Organism|Fat|Vf (water)-PT,Organism|Fat|Vf (neutral lipid)-RR,Organism|Fat|Vf (neutral lipid)-WS,Organism|Fat|Vf (neutral phospholipid)-RR,"Organism|Fat|Vf (neutral phospholipid, plasma)-WS",Organism|Fat|Vf (extracellular water)-RR,Organism|Fat|Vf (intracellular water)-RR,Organism|Fat|Vf (water)-WS,Organism|Fat|Specific blood flow rate [l/min/kg organ],Organism|Gonads|Volume [l],Organism|Gonads|Specific blood flow rate [l/min/kg organ],Organism|Heart|Volume [l],Organism|Heart|Specific blood flow rate [l/min/kg organ],Organism|Kidney|Volume [l],Organism|Kidney|GFR (specific) [l/min/kg organ],Organism|Kidney|Specific blood flow rate [l/min/kg organ],Organism|Lumen|Effective surface area variability factor,Organism|Lumen|Stomach|Distal radius [dm],Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor,Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor,Organism|Lumen|Stomach|Length [dm],Organism|Lumen|Stomach|Proximal radius [dm],Organism|Lumen|Stomach|Gastric emptying time [min],Organism|Lumen|Duodenum|Effective surface area enhancement factor,Organism|Lumen|UpperJejunum|Effective surface area enhancement factor,Organism|Lumen|LowerJejunum|Effective surface area enhancement factor,Organism|Lumen|UpperIleum|Effective surface area enhancement factor,Organism|Lumen|LowerIleum|Effective surface area enhancement factor,Organism|Lumen|Caecum|Effective surface area enhancement factor,Organism|Lumen|ColonAscendens|Effective surface area enhancement factor,Organism|Lumen|ColonTransversum|Effective surface area enhancement factor,Organism|Lumen|ColonDescendens|Effective surface area enhancement factor,Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor,Organism|Lumen|Rectum|Effective surface area enhancement factor,Organism|Stomach|Volume [l],Organism|Stomach|Specific blood flow rate [l/min/kg organ],Organism|SmallIntestine|Small intestinal transit time [min],Organism|SmallIntestine|Volume [l],Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ],Organism|LargeIntestine|Large intestinal transit time [min],Organism|LargeIntestine|Volume [l],Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ],Organism|Liver|Volume [l],Organism|Liver|Specific blood flow rate [l/min/kg organ],Organism|Lung|Volume [l],Organism|Lung|Fraction vascular,Organism|Muscle|Volume [l],Organism|Muscle|Vf (lipid),Organism|Muscle|Vf (neutral lipid)-PT,Organism|Muscle|Vf (phospholipid)-PT,Organism|Muscle|Vf (protein),Organism|Muscle|Vf (water),Organism|Muscle|Vf (water)-PT,Organism|Muscle|Fraction interstitial,Organism|Muscle|Vf (neutral lipid)-RR,Organism|Muscle|Vf (neutral lipid)-WS,Organism|Muscle|Vf (neutral phospholipid)-RR,"Organism|Muscle|Vf (neutral phospholipid, plasma)-WS",Organism|Muscle|Vf (extracellular water)-RR,Organism|Muscle|Vf (protein)-WS,Organism|Muscle|Vf (intracellular water)-RR,Organism|Muscle|Vf (water)-WS,Organism|Muscle|Specific blood flow rate [l/min/kg organ],Organism|Pancreas|Volume [l],Organism|Pancreas|Specific blood flow rate [l/min/kg organ],Organism|PortalVein|Volume [l],Organism|Skin|Volume [l],Organism|Skin|Specific blood flow rate [l/min/kg organ],Organism|Spleen|Volume [l],Organism|Spleen|Specific blood flow rate [l/min/kg organ]
76,UNKNOWN,Dog,Dog,10.17232589,1,1,0.43,1,1,0.304060088,0.132200038,0.01113499,1.455802856,0.060157143,1.800584363,1.804714284,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003735104,0.14,0.051735143,0.625222961,0.116704857,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.028875429,0.258704648,151,0.122511406,1.042073171,2898,0.059164045,1.0625,0.256269428,0.131174189,0.102267143,0.626,5.113357139,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.021656571,0.57489924,0.074702077,0.437944,0.031215133,0.026469143,0.376297666
77,UNKNOWN,Dog,Dog,11.32116908,1,1,0.43,1,1,0.338400058,0.14713046,0.01113499,1.620218469,0.066951177,1.800584363,2.008535292,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004156939,0.14,0.057578012,0.625222961,0.129885282,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.032136565,0.258704648,151,0.136347611,1.042073171,2898,0.06584592,1.0625,0.285212011,0.131174189,0.113817,0.626,5.690849993,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024102423,0.57489924,0.083138787,0.487404564,0.031215133,0.029458517,0.376297666
78,UNKNOWN,Dog,Dog,10.50597857,1,1,0.43,1,1,0.314033271,0.136536205,0.01113499,1.503553246,0.0621303,1.800584363,1.863908982,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003857615,0.14,0.053432057,0.625222961,0.120532781,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.029822544,0.258704648,151,0.126529784,1.042073171,2898,0.061104628,1.0625,0.264675075,0.131174189,0.105621509,0.626,5.281075448,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022366908,0.57489924,0.077152308,0.45230858,0.031215133,0.027337332,0.376297666
79,UNKNOWN,Dog,Dog,11.32457898,1,1,0.43,1,1,0.338501983,0.147174775,0.01113499,1.620706473,0.066971342,1.800584363,2.009140256,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004158191,0.14,0.057595354,0.625222961,0.129924403,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.032146244,0.258704648,151,0.136388679,1.042073171,2898,0.065865752,1.0625,0.285297916,0.131174189,0.113851281,0.626,5.692564058,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024109683,0.57489924,0.083163828,0.487551369,0.031215133,0.02946739,0.376297666
80,UNKNOWN,Dog,Dog,9.608462966,1,1,0.43,1,1,0.287205712,0.124872049,0.01113499,1.375106144,0.056822568,1.800584363,1.704677037,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003528063,0.14,0.048867408,0.625222961,0.110235782,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.027274833,0.258704648,151,0.115720467,1.042073171,2898,0.055884518,1.0625,0.242064139,0.131174189,0.096598365,0.626,4.829918272,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.020456124,0.57489924,0.07056126,0.413668295,0.031215133,0.02500193,0.376297666
81,UNKNOWN,Dog,Dog,9.358928975,1,1,0.43,1,1,0.279746914,0.121629093,0.01113499,1.339394321,0.055346873,1.800584363,1.660406183,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003436438,0.14,0.04759831,0.625222961,0.107372933,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026566499,0.258704648,151,0.11271518,1.042073171,2898,0.054433184,1.0625,0.235777678,0.131174189,0.094089684,0.626,4.704484185,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019924874,0.57489924,0.068728768,0.402925234,0.031215133,0.024352624,0.376297666
82,UNKNOWN,Dog,Dog,9.258041483,1,1,0.43,1,1,0.276731294,0.120317954,0.01113499,1.324955902,0.054750244,1.800584363,1.642507317,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003399394,0.14,0.04708521,0.625222961,0.106215473,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026280117,0.258704648,151,0.111500131,1.042073171,2898,0.053846405,1.0625,0.233236039,0.131174189,0.093075415,0.626,4.653770731,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019710088,0.57489924,0.067987885,0.398581776,0.031215133,0.024090107,0.376297666
83,UNKNOWN,Dog,Dog,9.207095321,1,1,0.43,1,1,0.275208467,0.119655855,0.01113499,1.31766479,0.054448958,1.800584363,1.633468748,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003380688,0.14,0.046826104,0.625222961,0.105630979,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.0261355,0.258704648,151,0.110886556,1.042073171,2898,0.053550093,1.0625,0.231952562,0.131174189,0.092563229,0.626,4.628161453,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019601625,0.57489924,0.067613754,0.396388416,0.031215133,0.023957542,0.376297666
84,UNKNOWN,Dog,Dog,13.09803432,1,1,0.43,1,1,0.391512179,0.170222686,0.01113499,1.874512867,0.07745921,1.800584363,2.323776281,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004809374,0.14,0.06661492,0.625222961,0.150270866,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.037180421,0.258704648,151,0.157747462,1.042073171,2898,0.076180482,1.0625,0.329976232,0.131174189,0.131680656,0.626,6.584032796,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027885315,0.57489924,0.096187477,0.563903044,0.031215133,0.034082052,0.376297666
85,UNKNOWN,Dog,Dog,13.36063842,1,1,0.43,1,1,0.399361654,0.173635502,0.01113499,1.912095205,0.079012199,1.800584363,2.370365957,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004905798,0.14,0.067950491,0.625222961,0.153283665,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.037925856,0.258704648,151,0.16091016,1.042073171,2898,0.077707834,1.0625,0.336591966,0.131174189,0.134320738,0.626,6.716036877,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028444391,0.57489924,0.098115951,0.575208806,0.031215133,0.034765367,0.376297666
86,UNKNOWN,Dog,Dog,12.01180055,1,1,0.43,1,1,0.359043662,0.15610594,0.01113499,1.719057542,0.071035436,1.800584363,2.131063068,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004410527,0.14,0.061090475,0.625222961,0.137808745,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.034097009,0.258704648,151,0.144665299,1.042073171,2898,0.069862754,1.0625,0.302610956,0.131174189,0.120760241,0.626,6.038012027,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.025572757,0.57489924,0.088210548,0.517137972,0.031215133,0.031255592,0.376297666
87,UNKNOWN,Dog,Dog,12.7619689,1,1,0.43,1,1,0.381466877,0.165855164,0.01113499,1.82641718,0.075471785,1.800584363,2.264153529,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004685976,0.14,0.064905734,0.625222961,0.146415262,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.036226457,0.258704648,151,0.153700025,1.042073171,2898,0.074225866,1.0625,0.321509801,0.131174189,0.128302033,0.626,6.415101665,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027169842,0.57489924,0.093719528,0.54943459,0.031215133,0.033207585,0.376297666
88,UNKNOWN,Dog,Dog,11.29299883,1,1,0.43,1,1,0.337558024,0.146764358,0.01113499,1.61618691,0.066784583,1.800584363,2.003537491,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004146596,0.14,0.057434741,0.625222961,0.129562091,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.0320566,0.258704648,151,0.13600834,1.042073171,2898,0.065682076,1.0625,0.284502324,0.131174189,0.113533791,0.626,5.676689559,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.02404245,0.57489924,0.082931915,0.486191765,0.031215133,0.029385216,0.376297666
89,UNKNOWN,Dog,Dog,10.07546124,1,1,0.43,1,1,0.301164716,0.130941181,0.01113499,1.441940162,0.059584304,1.800584363,1.787529126,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003699537,0.14,0.051242502,0.625222961,0.11559355,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.028600466,0.258704648,151,0.121344807,1.042073171,2898,0.058600663,1.0625,0.253829136,0.131174189,0.101293317,0.626,5.064665858,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.021450349,0.57489924,0.073990736,0.433773735,0.031215133,0.026217094,0.376297666
90,UNKNOWN,Dog,Dog,10.80773056,1,1,0.43,1,1,0.323052913,0.140457788,0.01113499,1.546738197,0.063914802,1.800584363,1.917444046,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003968414,0.14,0.054966729,0.625222961,0.123994715,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.030679105,0.258704648,151,0.130163964,1.042073171,2898,0.06285967,1.0625,0.272277054,0.131174189,0.108655163,0.626,5.43275813,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.023009328,0.57489924,0.079368271,0.465299755,0.031215133,0.028122513,0.376297666
91,UNKNOWN,Dog,Dog,13.84459767,1,1,0.43,1,1,0.413827638,0.17992506,0.01113499,1.981356579,0.081874239,1.800584363,2.456227164,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005083499,0.14,0.070411845,0.625222961,0.158836023,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.039299635,0.258704648,151,0.166738771,1.042073171,2898,0.080522626,1.0625,0.348784257,0.131174189,0.139186206,0.626,6.959310298,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029474726,0.57489924,0.101669982,0.596044459,0.031215133,0.036024665,0.376297666
92,UNKNOWN,Dog,Dog,10.3726655,1,1,0.43,1,1,0.310048422,0.134803662,0.01113499,1.484474271,0.061341912,1.800584363,1.840257361,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003808665,0.14,0.052754044,0.625222961,0.119003309,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.029444118,0.258704648,151,0.124924215,1.042073171,2898,0.060329255,1.0625,0.261316545,0.131174189,0.10428125,0.626,5.214062521,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022083088,0.57489924,0.076173302,0.44656912,0.031215133,0.026990441,0.376297666
93,UNKNOWN,Dog,Dog,10.89764591,1,1,0.43,1,1,0.325740565,0.141626332,0.01113499,1.559606348,0.064446543,1.800584363,1.933396299,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004001429,0.14,0.055424027,0.625222961,0.125026294,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.030934341,0.258704648,151,0.131246868,1.042073171,2898,0.063382634,1.0625,0.274542274,0.131174189,0.109559124,0.626,5.477956181,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.023200755,0.57489924,0.080028578,0.469170836,0.031215133,0.028356479,0.376297666
94,UNKNOWN,Dog,Dog,9.402358379,1,1,0.43,1,1,0.281045058,0.122193504,0.01113499,1.345609679,0.055603706,1.800584363,1.668111173,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003452385,0.14,0.047819187,0.625222961,0.107871189,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026689779,0.258704648,151,0.113238226,1.042073171,2898,0.054685778,1.0625,0.236871786,0.131174189,0.0945263,0.626,4.726314989,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.020017334,0.57489924,0.069047699,0.404794978,0.031215133,0.02446563,0.376297666
95,UNKNOWN,Dog,Dog,12.75656857,1,1,0.43,1,1,0.381305456,0.165784981,0.01113499,1.825644317,0.075439848,1.800584363,2.263195434,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004683993,0.14,0.064878269,0.625222961,0.146353305,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.036211127,0.258704648,151,0.153634986,1.042073171,2898,0.074194457,1.0625,0.321373751,0.131174189,0.128247741,0.626,6.412387062,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027158345,0.57489924,0.093679869,0.549202092,0.031215133,0.033193533,0.376297666
96,UNKNOWN,Dog,Dog,11.46534332,1,1,0.43,1,1,0.342709557,0.149004155,0.01113499,1.64085183,0.067803795,1.800584363,2.034113838,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004209878,0.14,0.058311263,0.625222961,0.131539362,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.032545822,0.258704648,151,0.138083988,1.042073171,2898,0.066684462,1.0625,0.288844165,0.131174189,0.115266451,0.626,5.763322542,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024409366,0.57489924,0.084197554,0.493611625,0.031215133,0.029833669,0.376297666
97,UNKNOWN,Dog,Dog,12.96705213,1,1,0.43,1,1,0.387597002,0.168520436,0.01113499,1.855767474,0.076684607,1.800584363,2.300538191,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004761279,0.14,0.065948761,0.625222961,0.148768137,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.036808611,0.258704648,151,0.156169965,1.042073171,2898,0.075418666,1.0625,0.326676423,0.131174189,0.130363831,0.626,6.518191541,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027606458,0.57489924,0.095225589,0.558263935,0.031215133,0.033741227,0.376297666
98,UNKNOWN,Dog,Dog,13.29849256,1,1,0.43,1,1,0.397504058,0.172827851,0.01113499,1.903201259,0.07864468,1.800584363,2.359340404,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004882979,0.14,0.067634425,0.625222961,0.15257068,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.037749447,0.258704648,151,0.160161701,1.042073171,2898,0.077346382,1.0625,0.335026337,0.131174189,0.133695956,0.626,6.68479781,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028312085,0.57489924,0.097659574,0.572533272,0.031215133,0.034603659,0.376297666
99,UNKNOWN,Dog,Dog,12.17503418,1,1,0.43,1,1,0.363922864,0.158227332,0.01113499,1.742418569,0.072000768,1.800584363,2.160023019,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004470464,0.14,0.06192066,0.625222961,0.139681489,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.034560369,0.258704648,151,0.146631219,1.042073171,2898,0.07081215,1.0625,0.306723269,0.131174189,0.122401304,0.626,6.120065221,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.025920276,0.57489924,0.08940928,0.524165586,0.031215133,0.031680337,0.376297666
